m,TagName,
"2016-11-01 00:00:00","java","15638"
"2016-11-01 00:00:00","javascript","20506"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11924"
"2016-11-01 00:00:00","python","14173"
"2016-11-01 00:00:00","r","3558"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4360"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2793"
"2016-12-01 00:00:00","c#","10682"
"2016-12-01 00:00:00","c++","5222"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13840"
"2016-12-01 00:00:00","javascript","19793"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11470"
"2016-12-01 00:00:00","python","13041"
"2016-12-01 00:00:00","r","3148"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3927"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2756"
"2017-01-01 00:00:00","c#","11687"
"2017-01-01 00:00:00","c++","5647"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14548"
"2017-01-01 00:00:00","javascript","21384"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12598"
"2017-01-01 00:00:00","python","14266"
"2017-01-01 00:00:00","r","3487"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4335"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11484"
"2017-02-01 00:00:00","c++","5164"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14551"
"2017-02-01 00:00:00","javascript","21173"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12469"
"2017-02-01 00:00:00","python","14760"
"2017-02-01 00:00:00","r","3675"
"2017-02-01 00:00:00","ruby","1625"
"2017-02-01 00:00:00","swift","4053"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2967"
"2017-03-01 00:00:00","c#","12979"
"2017-03-01 00:00:00","c++","6217"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17295"
"2017-03-01 00:00:00","javascript","23692"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","14022"
"2017-03-01 00:00:00","python","17112"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4610"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2850"
"2017-04-01 00:00:00","c#","11084"
"2017-04-01 00:00:00","c++","5873"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15917"
"2017-04-01 00:00:00","javascript","21224"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12387"
"2017-04-01 00:00:00","python","15634"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3909"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2741"
"2017-05-01 00:00:00","c#","11968"
"2017-05-01 00:00:00","c++","5297"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16323"
"2017-05-01 00:00:00","javascript","22379"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13012"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4313"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4090"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11297"
"2017-06-01 00:00:00","c++","4682"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14614"
"2017-06-01 00:00:00","javascript","21561"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11726"
"2017-06-01 00:00:00","python","16007"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4195"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2046"
"2017-07-01 00:00:00","c#","11193"
"2017-07-01 00:00:00","c++","5018"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14120"
"2017-07-01 00:00:00","javascript","21596"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11747"
"2017-07-01 00:00:00","python","16907"
"2017-07-01 00:00:00","r","4579"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2039"
"2017-08-01 00:00:00","c#","10944"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13743"
"2017-08-01 00:00:00","javascript","21324"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11616"
"2017-08-01 00:00:00","python","16460"
"2017-08-01 00:00:00","r","4568"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4177"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2100"
"2017-09-01 00:00:00","c#","9869"
"2017-09-01 00:00:00","c++","4465"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12741"
"2017-09-01 00:00:00","javascript","18976"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10670"
"2017-09-01 00:00:00","python","15439"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3759"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2776"
"2017-10-01 00:00:00","c#","10227"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","13995"
"2017-10-01 00:00:00","javascript","19853"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10807"
"2017-10-01 00:00:00","python","16928"
"2017-10-01 00:00:00","r","4540"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3897"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2949"
"2017-11-01 00:00:00","c#","9784"
"2017-11-01 00:00:00","c++","5032"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14167"
"2017-11-01 00:00:00","javascript","19395"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10573"
"2017-11-01 00:00:00","python","16958"
"2017-11-01 00:00:00","r","4503"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3663"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2194"
"2017-12-01 00:00:00","c#","8603"
"2017-12-01 00:00:00","c++","4454"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11966"
"2017-12-01 00:00:00","javascript","16964"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9113"
"2017-12-01 00:00:00","python","14930"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3199"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2213"
"2018-01-01 00:00:00","c#","9367"
"2018-01-01 00:00:00","c++","4750"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12330"
"2018-01-01 00:00:00","javascript","18884"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10086"
"2018-01-01 00:00:00","python","16226"
"2018-01-01 00:00:00","r","4199"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3741"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2143"
"2018-02-01 00:00:00","c#","8574"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12017"
"2018-02-01 00:00:00","javascript","17208"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9103"
"2018-02-01 00:00:00","python","16292"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2463"
"2018-03-01 00:00:00","c#","9783"
"2018-03-01 00:00:00","c++","5181"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13551"
"2018-03-01 00:00:00","javascript","19139"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9809"
"2018-03-01 00:00:00","python","17892"
"2018-03-01 00:00:00","r","5100"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4043"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9232"
"2018-04-01 00:00:00","c++","4659"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13478"
"2018-04-01 00:00:00","javascript","17947"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8918"
"2018-04-01 00:00:00","python","16971"
"2018-04-01 00:00:00","r","4727"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3569"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2365"
"2018-05-01 00:00:00","c#","9924"
"2018-05-01 00:00:00","c++","4684"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13458"
"2018-05-01 00:00:00","javascript","18055"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9435"
"2018-05-01 00:00:00","python","17556"
"2018-05-01 00:00:00","r","4732"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3616"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1834"
"2018-06-01 00:00:00","c#","8785"
"2018-06-01 00:00:00","c++","4096"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11778"
"2018-06-01 00:00:00","javascript","17174"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8409"
"2018-06-01 00:00:00","python","16795"
"2018-06-01 00:00:00","r","4484"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3140"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9401"
"2018-07-01 00:00:00","c++","3910"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11743"
"2018-07-01 00:00:00","javascript","17788"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8531"
"2018-07-01 00:00:00","python","17928"
"2018-07-01 00:00:00","r","4403"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3667"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9478"
"2018-08-01 00:00:00","c++","3899"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","705"
"2018-08-01 00:00:00","java","11292"
"2018-08-01 00:00:00","javascript","17838"
"2018-08-01 00:00:00","perl","228"
"2018-08-01 00:00:00","php","8456"
"2018-08-01 00:00:00","python","17709"
"2018-08-01 00:00:00","r","4102"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3567"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1835"
"2018-09-01 00:00:00","c#","8353"
"2018-09-01 00:00:00","c++","3738"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","673"
"2018-09-01 00:00:00","java","10710"
"2018-09-01 00:00:00","javascript","15989"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7636"
"2018-09-01 00:00:00","python","15992"
"2018-09-01 00:00:00","r","3755"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3136"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2446"
"2018-10-01 00:00:00","c#","9327"
"2018-10-01 00:00:00","c++","4304"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12485"
"2018-10-01 00:00:00","javascript","17391"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8142"
"2018-10-01 00:00:00","python","18129"
"2018-10-01 00:00:00","r","4356"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3266"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8463"
"2018-11-01 00:00:00","c++","4339"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11689"
"2018-11-01 00:00:00","javascript","16153"
"2018-11-01 00:00:00","perl","236"
"2018-11-01 00:00:00","php","7061"
"2018-11-01 00:00:00","python","17996"
"2018-11-01 00:00:00","r","4226"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2190"
"2018-12-01 00:00:00","c#","7538"
"2018-12-01 00:00:00","c++","3556"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10426"
"2018-12-01 00:00:00","javascript","14259"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6183"
"2018-12-01 00:00:00","python","15706"
"2018-12-01 00:00:00","r","3398"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2282"
"2019-01-01 00:00:00","c#","8739"
"2019-01-01 00:00:00","c++","3903"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11012"
"2019-01-01 00:00:00","javascript","16000"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7158"
"2019-01-01 00:00:00","python","16925"
"2019-01-01 00:00:00","r","3943"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2905"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2052"
"2019-02-01 00:00:00","c#","8343"
"2019-02-01 00:00:00","c++","3727"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10976"
"2019-02-01 00:00:00","javascript","15667"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7256"
"2019-02-01 00:00:00","python","17502"
"2019-02-01 00:00:00","r","4247"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2680"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8949"
"2019-03-01 00:00:00","c++","4421"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12022"
"2019-03-01 00:00:00","javascript","17305"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7761"
"2019-03-01 00:00:00","python","19878"
"2019-03-01 00:00:00","r","4492"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2945"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2427"
"2019-04-01 00:00:00","c#","9102"
"2019-04-01 00:00:00","c++","4372"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11152"
"2019-04-01 00:00:00","javascript","16145"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7143"
"2019-04-01 00:00:00","python","19808"
"2019-04-01 00:00:00","r","4596"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3074"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9015"
"2019-05-01 00:00:00","c++","4121"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11083"
"2019-05-01 00:00:00","javascript","16124"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6932"
"2019-05-01 00:00:00","python","18875"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7595"
"2019-06-01 00:00:00","c++","3638"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9621"
"2019-06-01 00:00:00","javascript","14788"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5988"
"2019-06-01 00:00:00","python","17215"
"2019-06-01 00:00:00","r","3946"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3085"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1752"
"2019-07-01 00:00:00","c#","8439"
"2019-07-01 00:00:00","c++","4263"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","626"
"2019-07-01 00:00:00","java","10819"
"2019-07-01 00:00:00","javascript","16127"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6641"
"2019-07-01 00:00:00","python","19734"
"2019-07-01 00:00:00","r","4198"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3033"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1549"
"2019-08-01 00:00:00","c#","7696"
"2019-08-01 00:00:00","c++","3287"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9073"
"2019-08-01 00:00:00","javascript","15192"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5796"
"2019-08-01 00:00:00","python","18015"
"2019-08-01 00:00:00","r","3950"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2536"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2004"
"2019-09-01 00:00:00","c#","7832"
"2019-09-01 00:00:00","c++","3778"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9656"
"2019-09-01 00:00:00","javascript","14866"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5547"
"2019-09-01 00:00:00","python","16857"
"2019-09-01 00:00:00","r","3935"
"2019-09-01 00:00:00","ruby","717"
"2019-09-01 00:00:00","swift","2550"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8398"
"2019-10-01 00:00:00","c++","4834"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11196"
"2019-10-01 00:00:00","javascript","15959"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6036"
"2019-10-01 00:00:00","python","20429"
"2019-10-01 00:00:00","r","4383"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2507"
"2019-11-01 00:00:00","c#","8013"
"2019-11-01 00:00:00","c++","4727"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10308"
"2019-11-01 00:00:00","javascript","15741"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6067"
"2019-11-01 00:00:00","python","20579"
"2019-11-01 00:00:00","r","4283"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2871"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2144"
"2019-12-01 00:00:00","c#","7201"
"2019-12-01 00:00:00","c++","4197"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9019"
"2019-12-01 00:00:00","javascript","14297"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5217"
"2019-12-01 00:00:00","python","18089"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","666"
"2019-12-01 00:00:00","swift","2659"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2051"
"2020-01-01 00:00:00","c#","7797"
"2020-01-01 00:00:00","c++","4225"
"2020-01-01 00:00:00","delphi","164"
"2020-01-01 00:00:00","go","648"
"2020-01-01 00:00:00","java","9943"
"2020-01-01 00:00:00","javascript","16001"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5879"
"2020-01-01 00:00:00","python","19951"
"2020-01-01 00:00:00","r","4145"
"2020-01-01 00:00:00","ruby","762"
"2020-01-01 00:00:00","swift","2894"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1980"
"2020-02-01 00:00:00","c#","7713"
"2020-02-01 00:00:00","c++","4086"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10033"
"2020-02-01 00:00:00","javascript","15722"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5665"
"2020-02-01 00:00:00","python","20023"
"2020-02-01 00:00:00","r","4675"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2758"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2485"
"2020-03-01 00:00:00","c#","7780"
"2020-03-01 00:00:00","c++","4639"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11051"
"2020-03-01 00:00:00","javascript","17557"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5650"
"2020-03-01 00:00:00","python","22671"
"2020-03-01 00:00:00","r","5118"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2908"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3251"
"2020-04-01 00:00:00","c#","8578"
"2020-04-01 00:00:00","c++","6216"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12606"
"2020-04-01 00:00:00","javascript","20879"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6617"
"2020-04-01 00:00:00","python","27596"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3447"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3372"
"2020-05-01 00:00:00","c#","8589"
"2020-05-01 00:00:00","c++","6408"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","12009"
"2020-05-01 00:00:00","javascript","21466"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6512"
"2020-05-01 00:00:00","python","29434"
"2020-05-01 00:00:00","r","6012"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3519"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2591"
"2020-06-01 00:00:00","c#","7893"
"2020-06-01 00:00:00","c++","5624"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10825"
"2020-06-01 00:00:00","javascript","19802"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5922"
"2020-06-01 00:00:00","python","27097"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3158"
"2020-07-01 00:00:00","assembly","274"
"2020-07-01 00:00:00","c","2097"
"2020-07-01 00:00:00","c#","7808"
"2020-07-01 00:00:00","c++","5162"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","642"
"2020-07-01 00:00:00","java","10438"
"2020-07-01 00:00:00","javascript","19870"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5924"
"2020-07-01 00:00:00","python","26258"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2986"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1893"
"2020-08-01 00:00:00","c#","7064"
"2020-08-01 00:00:00","c++","4777"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","708"
"2020-08-01 00:00:00","java","9305"
"2020-08-01 00:00:00","javascript","18034"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4976"
"2020-08-01 00:00:00","python","23044"
"2020-08-01 00:00:00","r","4496"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2678"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2161"
"2020-09-01 00:00:00","c#","6449"
"2020-09-01 00:00:00","c++","3919"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8937"
"2020-09-01 00:00:00","javascript","16763"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4772"
"2020-09-01 00:00:00","python","21746"
"2020-09-01 00:00:00","r","4756"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2561"
"2020-10-01 00:00:00","assembly","344"
"2020-10-01 00:00:00","c","2375"
"2020-10-01 00:00:00","c#","6195"
"2020-10-01 00:00:00","c++","4326"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8936"
"2020-10-01 00:00:00","javascript","16421"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4583"
"2020-10-01 00:00:00","python","22801"
"2020-10-01 00:00:00","r","5070"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2319"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2696"
"2020-11-01 00:00:00","c#","5980"
"2020-11-01 00:00:00","c++","4318"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","527"
"2020-11-01 00:00:00","java","8481"
"2020-11-01 00:00:00","javascript","15521"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4617"
"2020-11-01 00:00:00","python","22190"
"2020-11-01 00:00:00","r","4804"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2163"
"2020-12-01 00:00:00","assembly","298"
